,date,text
705,2020-07-02,hankook tire technology say global electric car race contest select partner supply electric car tire formula e less formula e partner supply electric car tire formula e generation gen race tea use formula e competition official tire supplier michelin exclusive supply korean tire work member formula e s one s one s one mercay official tire supporter technical partner season generation gen race cars performance enhancement model introduce official game formula e conventions hold world vehicles participate equip korean tire race korean tire scale electric car tire technology base know how electric vehicle base know how many years best run performance low rotational resistance consistent performance eco friendly materials rigorous condition require formula e schedule schedule especially porsche audi bmw mercedes benz ds jaguer korea tire also policy increase completeness race competition best tire technology investigate excellence latest electric vehicles total global car brand participate global representative electric car race competition korean tire best technology uniform quality korean tire recognize worldwide uniform quality especially tournament equip one tire maker important deviation quality technology maintain world s highest level performance formula e electric car race conference host international automobile federation fia eco friendly race use pure electric cars center world competition characterize exist motor sport competitions global motor sport competition different exist motor sport competitions global motor sport competition global motor sport competition continue event circuit public road dedicate stadium combine experience combine future mobility industry motot sport competition bring together competition bring together mobility technical support accumulate ev tire motor sport technology data tire supply technical support future oriented technology grow sustainable growth tire market meanwhile korean tire faun ev tire market launch generation electric car tire kinergy generic electric car drivers 
706,2020-07-02,lg chem battery electric cars sell world year samsung sdi sk innovation also record sne research charge korean battery chemistry supply gigawat gwh battery supply battery gigawat gwh say samsung sdi award gwh battery statistics samsung sdi supply gwh battery sk innovation gwh lg chemical battery supply increase period last year samsung sdi increase sk innovation even basis market share korea japan rise last year lg chem s battery use samsung sdi sk innovation also record market share respectively market share korean company increase period period last year majority japanese systems chinese company sluggish majority chinese company sluggish china s catl japan s panasonic japan slightly decrease share japanese panasonic last year somewhat different share period entire rank stomach main market china us market stagnate corona aftermath total amount electric car battery energy newly register decrease gwh decrease period previous year growth korean battery due increase model model company lg chem mainly tesla model chinese renault samsung sdi lead sales growth sales growth samsung sdi good idea sales audi e tron bmw e volkswagen e golf sk innovation background sales hyundai potter electric kia bongo soul booster global electric car battery usage gwh us european china market sink motivation main factor unite state european china market sink unite state european chinese market company reverse growth lg chem sk innovation china s calb two digits expect chinese market expect future well us european market well us european market expect fold recovery phase sne research officials expect smaller sne research agency part korean american apostle although receive handy important observe global market situation future necessary strengthen basic competitiveness basis necessary promote proper growth strategy 
707,2020-07-02,hanon system car thermal management system manufacturer mainly industry domestic automotive cooperation product market mainly deliver production method oem mainly distribute korea korea locate daejeon factory korea sign magna group s hydraulic control fluid pressure control business division future future future umsang blt patent law office korean stock market list company subject patent however lot stock investors tolerate patent disclosure well patent well trademark registration trademark registration preach list company go forward also work trigger easy identify impact businesses patent disclosure one trademark application status asian economy blt patent law firm struggle patent look application status express train medical institution broadcast
708,2020-07-02,lg chem observe top rank global electric car ev phev month month since month since month samsung sdi sk innovation also record domestic batteries include top korean batteri even global market atrophy continue korean company continue korean company accord sne research market market analyzer sne research decrease total amount battery energy country world market able escape recession able escape recession japanese japanese chinese company include catl upper panasonic reduce catl chinese company however calb surge korea compare amount usage increase two digits share lg chemistry rise gwh samsung sdi reach gwh rank rank staircase rank rank sk innovation record increase gwh rank rank rise rank two stairs due increase sales model equip company battery lg chem lead sales growth audi e trone ev kwh tesla model renault lead sales growth samsung sdi ev kwh bmw e volkswagen e golf grow sales growth sk innovation grow growth market share battery makers market share battery makers market share surge sum share exceed twice many time age panasonic peve lower market average china catl byd guoxuan catl byd guoxuan decrease rate great deal market point result aesc calb lower market average share global electric car battery usage reduce gwh us europe china sink previous year s globe main factor market completely deviate stagnation future chinese market expect fulfill us european market slowly expect expect fold restoration phase sne research officials expect aftermath part korean american apostle way carefully observe global market situation future time focus global market situation promote city appropriate growth strategy 
709,2020-07-02,hankook tire technology lee hankook tire select partner global electric car race tournament abb fia formula e world championship select partner supply ev tire maemori tire formula e formula e tire suppliers exclusively supply race tire hankook tire official tire supplier technical partner formula e season generation gen race difference introduce performance enhancement model korean tire base know how run performance low rotation resistance consistent performance eco friendly materials application formula e satisfy rigorous condition require formula e long imply demonstrate excellence korean tire also increase completeness race competition best tire technology formula e pure electric car world s central city throughout world eco friendly race conventions use
710,2020-07-02,today would like see former journal feature former day stock price tesla us electric vehicles stock price tesla dollar line domestic electric mansi also raise send email send electric car sales predict tesla branch earn surplus predict korea buy car battery korea concern corona confirm confirm students say school year school student confirm prior corona confirm student also know cross way possibility virus infection because intersection investment hear education princolor relax shipbuilding industry daewoo shipbuilding ocean weak sluggish daewoo shipbuilding ocean schedule future samsung heavy industries receive receive currently international oil price stay barrel dollar line prospect would difficult additional order would plunge daewoo shipbuilding ocean plummet kolon related jurisdiction news warrant dismiss chairman chair kolon group investigate say kolon jing ji ji law kim dong hyun s warrant dedication seoul central district time point view like 
711,2020-07-02,domestic electric vehicle spread beyond majority domestic electric vehicle private operators charge build electric vehicle charge infrastructure repulsive main charger korean power corporation kepco impose basic fee base charger base charger charger operators still difficult transfer charge fee high electric vehicle charge fee still hard transfer charge charge consumer accord electric car charge industry ministry environment ministry environment rapid charger construct ministry civilians feast charger civilian operators build fee private operators operate case civilian operators case civilian operators structure revenue problem problem discount electric vehicles discount previous month reduce discount rate previous month impose basic fee chargers moulin operators generally acclaim realization kepco s power fare big hit big hit big hit large number chargers use month major charger use month big deficit inevitable power cube power cube operate capacity charger still deficit deficit situation spend one million win per month power cube charge business currently charge recipient run faster charger full ministry charger kw kilowatt full ministry kw full electric cars also claim necessary take care maintenance fee accord operation electricity electricity charge charge electricity electric charge electric charge give basic fare situation analysis power cube side necessary raise full charge average number win per kw representative electric car charge business representative electric car charge business situation realistic impossible realistic impossibility necessary damage accord basal charge among charge operators movement korean electric car charge service cooperative tank movement lower voice together charge industry official private operator already charge one axis electric car infrastructure run number thirty thousands chargers kepco decide decide fare system change way delay rate fund impose basic fee proportion actual fee point kepco implement predict policy plan korean war ii say original charge dedicate original fee meantime plan impose rat years gradually increase year 
712,2020-07-02,world car company recently become ahead recent pure electric car evs pour bot automotive industry expect important inflection point enter electric car automotive industry audi korea first electric sport utility vehicle suv e tron launch quattro korea audi s electric vehicle e tron quatro bear year year year concept car sale domestic sales build europe last year discussions relate electric car purchase subsidies progress trond quattro equip electric motor dog back forth vehicle maximum output maximum output horsepower maximum torque mm maximum drive distance charge rate charge speed robert downey junior appear electric car e tron gt also appear global motor show year launch expect next year audi officials able increase amount electric cars aim high electric vehicle sales plan plan importer import car brand well polating begin dictionary contract electric car new peugeot e new peugeot e suv model mercedesventz also determine mercedesventz price focus expand matic premium focus expansion electric car sales electric car prepare algae porsche show first electric vehicle taucan second half year plan bring electric car id next year later domestic brand domestic brand hyundai kia motor prepare platform e gmp based electric vehicle next year compare import car brand somewhat late domestic battery company domestic batteries distance overwhelm caustic rain plan jump front outstanding electric car front current electric car market strongest domestic sales volume year us tslaida tesla porter vs kia motor ni lo version bongo motor korea gm chevrolet bolt da renault samsung merit sm ze class industry officials predict disruption electric car development plan 
713,2020-07-02,audi korea launch first pure train e tron domestic market audi korea say audi korea launch intercontinental hotel seoul coex intercontinental hotel e tron quattro electric car sport utility vehicle suv trone equip battery kwh capacity possible drive maximum time charge possible possible fully charge maximum amount kw charge maximum kw first brake wire system first time pure electric mass addition energy recover use brake audi sid explain audi korea establish audi korea national demonstration market service center plan install audi only kw rapid charger service center plan install charge service service demand also provide charge credit valid charger year deliver e trone year provide charge credit year support install home charger able support install new charger etron best output horsepower kw take maximum torque release time stop audi introduce exterior vehicle body size e trone introduce term exterior size knight bottom reference government s subsidy certification procedure still progress seem take week take week even e truns certify price e trone include vuitton certify little little mercedes benz mercedes benz suv jaguid pace little little benz eqc problem past low temperature drive distance etron quattro make belgian brussels carbon neutral factory etron release san francisco usa sales volume tesla model expect sell european market last year amount tesla model attract import electric car receive second half porsche tahan ahead release new peugeot e suv hyundai kia motor release europe hyundai kia motor able offer pure electric car utilize e gmp platform electric vehicle market import cars expect share dedicate audi korea subsidy audi korea expect e trenicity certify e trone s electric vehicle subsidy certification issue even period purchase e trone say decide reflect audi exhibition hall even go audi exhibition hall buy decent price decent price decent price decent price customer purchase car discount price structure submit document local governments restructure audi audi side seem problem term drive distance say closely consult dealer company make possible buy e trone price customer reflect subsidy 
714,2020-07-02,attendants cattle mematuri hold kintex goyang city kintex first time attendees include prime minister korea miniature motor include prime minister korea definite line hyundai motor this participation show relevant items variety hydrogen permit 
715,2020-07-02,peugeot enter new peugeot e new peugeot e suv dictionary official website new peugeot e e suv first pure electric car korean market first time korean market two allure allure gt line gt line release trim price vehicle base trim original new e suv set circle since original original design set circle external design internal combustion engine version electric vehicle reflect color body color accord front grill angle electric car visible green blue differentiate phosphoric emblem e suv c filler part add e monogram electric vehicles fender include active safety brake adaptive cruise control stop lane central maintenance system auto high beam assist active blind spot monitor system etc high tech operator assistance system adas transcendent segment new peugeot e suv e suv kwh batteries performance maximum output power new e largest km environment base wltp standard charge wltp km new e suv drive km environment km base wltp standards model charge amount drug basis rapid charger kw output 
716,2020-07-02,accord medium bai tong base medium accord medium accord medium accord medium accord medium accord media accord medium notify policy stop production activities current vital employees number vital employees addition bike plan engage early retirement temporary leave plan maintain indispensable business least future north america germany deployment business enter liquidation process possible work household rest staff rest staff rest wait rest house say rest remainder divide rest remainder divide workforce reconciliation period recreation period past year bike establish germany s high end car bmw technicians electric car model bytes byte byt drink interest us tesla chinese fuel cell receive chinese fuel cell national way di invest unite state unite state japan maruvenene us announce unite state however build technology introduce technology put lot fund factory byte mass production rebound byte mass production slow release market reduction slowdown chinese economy great accept situation try continue continue new fund government support government support new corona virus infectious say news enter actual
717,2020-07-02,audi korea release first electric car model first electric car model audi tron launch audi tron korean market audi turon equip two electric motor charge highest power charge once using dedicate mobile phone application explain data car variety service rechargeable search reservation 
718,2020-07-02,lg chemical samsung sdi sk innovation battery expect good performance batteries second half second half year especially second half year especially second half year lg chem observe able switch surplus branch battery battery cylindrical battery production capacity increase gwh year gwh last year gwh gwh analysis european factory yield problem european factory yield problem european factory yield problem european factory yield problem expect case medium sized battery expect large scale battery profitability improvement due economic effect enlarge sales volume expansion case stabilization electric vehicle battery progress achieve reduction reduction quarterly decrease quarterly decrease quarterly decrease quarter sdi s branch automobile battery sales increase number domestic units operate profit expect switch surplus year automotive battery sales increase year operate profit increase year operate profit annually solid chul shinhan financial investment researchers expect launch electric cars us department financial investment popularity electric car expect start electric car id explain expect expand hand sk innovation expect continue deficit battery sector second half year industry subsidiary industry increase steadily industry sk innovation officials explain sk innovation officials accumulation sk innovation officials record sales steady sales high battery market 
719,2020-07-02,domestic electric vehicle spread beyond majority domestic electric vehicles private operators charge build electric car charge infrastructure rebound basic charge charger korean power construction infrastructure kepco basic charge charger charger operators still difficult transfer charge fee high electric vehicle charge fee still hard transfer charge fee consumer accord electric car charge industry business operate ministry environment rapid charger ministry environment construct ministry civilians civil corporation work cost charge build private operators operate case civilian operators case private operators problem problem problem discount previous month discount electricity electric vehicles decrease discount rate month exist basic fee decrease chargers pay basic fee base rate default charger rechargeable charge kwh kwh kwh kwh private operators generally acclaim fact realization power rate generally acceptable batch base charge big blow major charger yet use revenue large number chargers use month fund deficit inevitable power cube power cube operate faster charger cost capacity still deficit deficit situation company spend one million win month actually power cube charge business charge month fee exceed fee run day one chargers take charge kw kilowatt month consider maintenance cost operate call center much maintenance cost operate call center give basic fare situation consider basic fare analysis power cube side must raise charge charge circle representative another electric car charge business basic charge burden electric car supply stage realistically impossible damage consumer impossible situation charge operators among restrain operators movement form cooperative value korean electric car charge service cooperative tits charge industry officials charge share charger private operator already run charger electric car infrastructure kepco decide decide fare system possible delay rate fund change way delay rate fund proportion actual fee position implement predict policy plan kepco officials take basic fee must dedicate original fee meantime time imposition implement month exhibition implement since month month exhibition implement next month 
720,2020-07-02,audi s first pure electric car suv sport utility vehicle e tron quatro release korea new car presentation seoul samsung dong intercontinental seoul coex e trone sporty design first time mount maximum output horsepower maximum torque kg lithium ion battery kwh capacity battery cells battery cell modules configure battery cell module use energy energy collect recover energy increase efficiency virtual side mirror tell side side mirror first time market price road billion win hand hand french brand peugeot pure electric car new peugeot e new peugeot e suv price schedule set    win 
721,2020-07-02,world car company recently become ahead recent pure electric car evs pour bot automotive industry expect important inflection point enter electric car automotive industry launch quattro korea audi s electric vehicle e tron quatro bear year year year concept car sale domestic sales build europe last year discussions relate electric car purchase subsidies progress trond quattro equip electric motor dog back forth vehicle maximum output maximum output horsepower maximum torque mm maximum drive distance charge rate charge speed robert downey junior appear electric car e tron gt also appear global motor show year launch expect next year audi officials able increase amount electric cars aim high electric vehicle sales plan plan importer import car brand well polating begin dictionary contract electric car new peugeot e new peugeot e suv model mercedesventz also determine mercedesventz price focus expand matic premium focus expansion electric car sales electric car prepare algae porsche show first electric vehicle taucan second half year plan bring electric car id next year later domestic brand domestic brand hyundai kia motor prepare platform e gmp based electric vehicle next year compare import car brand somewhat late domestic battery company domestic batteries distance overwhelm caustic rain plan jump front outstanding electric car front current electric car market strongest domestic sales volume year us tslaida tesla porter vs kia motor ni lo version bongo motor korea gm chevrolet bolt da renault samsung merit sm ze class industry officials predict disruption electric car development plan 
722,2020-07-03,hankook tire technology announce global electric car race competition abb fia formula e world championships say electric car tire proprietary supply electric car tire hankook tire supply tire formula e season generation gen race car introduce vehicles participate equip korean tire race michelin tire supply generation gen race cars use current formula e competition hankook tire seashell korea tire participate total global automotive brand competition impersonate excellence latest electric car technology company korea tire also best tire technology increase completeness race tournament best tire technology formula e inform electric car race contest host international automobile federation fia environmentally friendly race tournament use pure electric cars world s central city throughout world special motor sport conventions build event circuit public road nature electric car differentiate
723,2020-07-03,corona fan derider bishop accord nyt cnbc new york time nyt cnbc tsla announce tsla lead vehicle quarter toyota fiat chrysler contrast branch sales comparable expose external residence due corona tesla stock trade nasdaq market despite decrease world s car sales tesla notice tesla s electric car india decline compare quarter last year tesla produce model model include model model yman production california fremont plant production california flemont plant production amount shanghai factory china say respectively prior stock market cap overtake topic toyota japan toyota top executive ceo ceo start twitter party twitter start day tesla s share price close dollars leaseholder time tsla dollar tesla day tesla world s largest car company market locate world s largest automakers bloomberg world s largest automakers volkswagen world s largest automakers financial time ft analyze corona demand train decrease demand electric vehicles continue grow european china regulatory policy 
724,2020-07-03,accord bloom burg communications us electric car company era electric car era electric car come enterprise world s automotive industry market accord bloomberg communications tshala say toyota s gifi highest toyota market toyota market highest market toyota toyota highest market compare year tesla s share price rise dollars day day day tesla s innovation icon space travel project space x innovation icon universal merliers name nicola tesla build name tsler attract attention consumers smooth charm electric car despite enormous investment future intuition chronic deficit future unclear year tesla expand business steadily tesla expand shanghai factory stake china china experiates us trade war active market open movement month europe germany announce plan establish factory tesla record first section quarter last year subsequently earn section quarter record surplus continue see surplus incorporate sp exponent merck report surplus breakthrough expect strongly expect battery price decline environmental regulations spread around world expectation electric car industry grow sales volume finish vehicles rapidly competitors chase tesla work tesla 
725,2020-07-03,day daily tv good money look future electric cars car battery sectors future trade
726,2020-07-03,korea investment global car battery battery investment trust korea investment global electric car battery fund fund focus global businesses relate mobility new industrial field autonomous travel cars grow focus electric cars consistently mobility relate mobility consist universe universe consider total amount market cap liquidity financial statements stability financial statement etc select electric vehicle battery detail select stock core core portfolio strategy strategy core portfolio shall comply tesla lg chemistry tesla lg chem hold mid long term perspective strategy portfolio consist trend mobility market example case electric vehicles order change trend order material electric vehicle order electric vehicles trend select incorporate relevant events strategic portfolio event incorporate form strategic portfolio risky minimize rate volatility due specific events sectors hold industry fund car semiconductor chemical automobile part like tesla samsung sdi lg chemical albermal contemporary cancer fec sterhrecolo contemporary cancer fecexolo lieutenant etc fund regular frequent performance assess contribution elements national industry style strategy minimize portfolio portfolio negative specificity occur korean investment trust management officials professional market research institute accord expertise agency expect able good investment invest grow market recent years recently add institutional change european green new dill policy 
727,2020-07-03,coronado battery skip lg chemical world ultimately sk catl panasonic relative global electric market battery energy general global electric market battery energy total reduction market increase increase increase increase salt market lg chemical tesla reno audi language sales growth tesla co ltd lg chemical battery course production line adjustment information please watch videos
728,2020-07-03,researchers norchandel eugene investment securities expect increase sales battery division due growth electric vehicles samsung sdi target price target price raise original company maintain purchase operate profit expect decrease decrease operate profit decrease operate profit operate profit expect decline business profit expect small battery ev sales stagnate due decrease temporary supply due corona demand corona increase sales batteries able reign smartphone growth ev market due green new dyl trend result performance evaluation evaluation evaluation ev market green new dill trend carbon emission regulation especially result expect earn growth increase sales ev battery sector expensive growth battery applications wearable devices etc base base samsung sdi s annual sales expect increase year yi researcher reach crowd trillion win survive automotive battery medium sales year say small cell sales expand performance performance smartphone h 
729,2020-07-03,eugene investment securities grow growth electric vehicle market profitability improve improve profitability target price increase original contrast grown op operate profit expect record billion win increase compare quarterly quarter respectively researchers kyo kyung eujin investment securities co ltd respectively energy consumption batteries increase increase amount batteries demand smartphones energy storage device ess project operation robust electronic material supply also improve earn numerical resources grow growth eurosity electric car sales continue continue growth electric vehicles continue year medium sized automobile battery sales would last year sales small cell sales expand year earn draw composer ore distribution addition number battery demand wearable devices etc say raise target price circle original
730,2020-07-03,korean service marama cars typical car comprehensive management service company base core competencies accumulate last year lead automotive after sales service market emergency dispatch service base vehicle public institutional commitment management service customer s vehicle management service corporate bb company consumer bc vehicle management value chain value chain complete recently master mara expand business area miniature compact commercial electric vehicle market prepare global strategy advance advance market emerge market establish mid long term vision global master motorcycle friendship business headquarter corporation achieve business replace small electric car serviceabian businesses select member master master biggest drive force make possible survive grow rapidly change automotive market largest drive force make possible grow rapidly change automotive market develop innovative customer service result dama maram obtain ks vehicle repair traction service certification maintenance franchise industry master automobile base management philosophy best executive ceo ceo base management philosophy ceo work service innovation 
731,2020-07-03,tesla usa electric makers tesla raise pride japanese pride climb market automobile industry world center car market year center automobile market generous electric car accord financial time market point tesla co ltd accord financial time market point nasdaq s market tesla s share price rise unite state tela tsula difference largest price tesla compare german volkswagen share price tesla explore since corona crisis production volume difficult compare toyota mountain difficult compare 
732,2020-07-03,posco chemical achieve factory artificial graphite cathological production plant year factory build year possible produce artificial graphite cathode material amount operation supply electric vehicle decode choi jung woo posco chairman hand hand middle electricity mass produce realization industrial structure moment korean battery industry secure competitiveness domestic battery industry moment critical leap future growth posco group artificial graphite cathode material increase life electric battery allow rapid recovery china import china posco chemical plan complete domesticization production raw materials process produce residents injo graphite raw material posco chemical result production posco chemicals follow production natural graphite cathode portfolio enlarge cathode material market status secondary battery comprehensive material strengthen company plan enhance global market share produce tons natural graphite cathode
733,2020-07-03,posco chemicals artificial graphite cathode materials factory say gyeongbuk pohang say posco chemical artificial graphite cathode materials factory complete invest site pohang blue valley plan produce artificial graphite cathode material annually artificial graphite cathode material produce pohang plant artificial graphite cathode material supply h based electric car posco chemicals expect improve competitiveness domestic battery industry localization artificial graphite cathology import japan china launch artificial graphite cathode material work artificial graphite cathode material posco chemical come come come domestic calculations natural graphite cathode materials t il graphite cathode continuously invest top top top top result growth material technology continue promote future demand poetry secondary battery representative company secondary battery result investment battere global gs construction battery recycle day expect able prove location lead city day events economy lee kwang duk pohang market market posco chairman min kyung joon posco president posco attend group organizations businessmen gil duk pohang market expect able live blue valley national industrial justice global corporation global representative company future posco chemical pohang tell save cooperate support 
734,2020-07-03,expand electric car recipient expand charge station lookong chang chang china throw maximum maximum political event china china china largest electric car market world s largest electric vehicle market work economic downturn market grow rapidly since last year grow rapidly half electric cars sell china china s electric vehicle sales volume due sluggish subsidies automobile market still world s largest electric car market china s largest electric car producer byd follow global electric car market share chinese government start invest large scale investments expansion infrastructure instead reduce subsidies grant electric cars electric cars since last year meantime chinese electric car policy focus sales facility insufficient consumers difficult continue repurchase purchase electric cars national development reform committee state council national state council national development reform committee state council time chinese government say chinese government optimize charge infrastructure within next year would enhance interconnection charge network meantime chinese electric vehicle surge chinese electric vehicle proportion charge facility increase last year year chinese government spur expansion charge charge year new energy fill station select one new infrastructure soc construction support ghostic manga mang big data 
735,2020-07-03,overlook corona pan demic worldwide trend lg chem global electric car battery market maintain global electric car battery market samsung sdi sk innovation top samsung sdi sk innovation accord sne research result collect battery usage vehicle register electric cars world lg chem increase gwh samsung sdi increase gwh samsung sdi increase period period increase sk innovation gwh domestic battery grow scale greater period period last year total amount electric vehicle battery energy count gwh reduce gwh decrease previous year largest japanese chinese company decrease growth domestic batteries analysis because increase sales model equip battery company lg chem show sales lg chem mainly respond sell price tesla model samsung sdi samsung sdi etron ev kwh bmw sales sales sales fell grow tax sk innovation grow sales hyundai potter electric kia bongo ev soul booster hand sne research decrease gwh officials affect korean american apostonal fact part korean american aposton first time necessary observe global market situation future say 
736,2020-07-03,posco chemicals launch artificial graphite cathode factory remove first step domestic car battery core material posco chemical production factory produce artificial graphite cathology production plant east sea pohang city day event posco choi jung woo president lee kang duk pohang market market posco chemical min kyung joon president posco oge support meaturation posco ogy chapter doc census business officials attend ministry business administration industrial structure s realization korea institute representatives future korea battery industry security order grow competitiveness posco group artificial graphite cathode material plant build invest pohang city blue valley national industrial complex target process create t sized factory negative electrode material supply kwh reference electric vehicle negative electrode material divide native natural black linkage accord raw material artificial graphite cathode material produce increase crystallinity high temperature material structure uniform stable material essential electric vehicle batteries material implement electric vehicle battery material import japan china competitiveness domestic battery industry become increase competitiveness domestic battery industry posco chemicals produce complete domesticization raw materials process produce residents residents injo graphite raw cotton well stable raw materials also carbon material business high value advance value value maximize value add project great deal establish basis growth electric car market actively respond growth electric car market posco chemical great deal posco chemical result enlarge portfolio android graphite cathode strengthen market status global secondary battery composite material new korean corona viral situation global economic uncertainty increase due inflammatory corona global electric car market prospect expect continue grow future growth secondary battery material project promote new growth engagement posco group medicine expect expect expect grow achievement average achievement long expect grow achievement result posco chemical also explain business background future accelerate future demand plan continue increase global market share increase global market share continuously expand expansion investment t post anode dual graphite cathode 
737,2020-07-03,posco chemicals succeed localization artificial graphite cathode materials core materials battery industry import china japan artificial graphite cathode material supply make china japan produce korea chemicals open production artificial graphite cathological production plant year sun pohang day event choi jung woo president posco kim myung hwan lg chem president lee cheol woo gyeongbuk province artificial graphite cathode factory invest circle establish pohang city blue valley national industrial complex site base aim completion year step by step creation tonal factory cathode material one core materials artificial graphite cathode material divide natural black link accordance raw material artificial graphite cathode material produce high temperatures materials essential necessary longevity rapid recharge performance material capable implement artificial graphite cathode import japan china competitiveness domestic battery industry greatly increase result produce complete domesticization raw material process possible supply stable raw materials also highly supply stable raw materials also allow maximize value carbon material business value maximize value electric car market posco chemical great sense posco chemical follow high end graphite cathode material follow portfolio android graphite cathode material strengthen market status global secondary battery composite material secondary research development battery material business preemptive investment able continue future growth posco chemicals natural calculation base year domestic graphite cathode artificial graphite cathode continuously expand expansion investment tonn tonn tonn tonn tons increase global market share continue grow choi jung woo posco chairman member electricity say important leap secure competitiveness domestic battery industry future growth posco group 
738,2020-07-03,hyundai motor go electric cars hydrogen electric vehicles kim se hoon hyundai motor fuel cell division ministry movie focus hydrogen cars hydropathy show international hydrogen forum ilsan kintex answer day forum kim former kim jae woong chairman hydrogen fusion primary ministry education ministry education ministry economic activation vision strategy great interest hyundai say criticism car kim say hyundai say hyundai motor work hard sooning new electric car lot kona europe electric cars hydrogen cars go together addition efficiency local characteristics electric cars efficient electric cars efficient new renewable energy hydrogen effective energy conversion also effective storage transport etc judgment whole world threaten environmental issue judgment premise environmental problem kim former former hannover motor show electricity able write electricity write electricity point write electricity however point fragment phenomenon even compete electric truck truck evaluate truck hard electricity difficult operate long charge time limit amount battery long charge time recently become recent shift globe bin us nicola produce hydrogen truck world optimism especially hyundai surge economy especially economy hydrogen passenger cars truck help popularization hydrogen cars kim say current modern car currently look biggest problem hydrogen passenger car reduce cost without subsidy effective explain would go economy coffin coffin bus truck explain would go economy size economy utilization hydrogen fuel cells uam sector also long distance order go hydrogen fuel cell must power source hydrogen fuel cell power source hand meantime difficult enter corona aery penfense aerrequide vice chairman announce video connection global hydrogen industrial momentum strengthen asia pacific region include korea expect expect future 
739,2020-07-03,posco chemicals launch artificial graphite cathode factory remove first step domestic car battery core material posco chemical say posco chemical production factory produce artificial graphite cathode material production plant east sea sun pohang expect build thousand factory    win past amount supply kilowatt kwh electric car domestic paint develop mass produce hand front realism realism cathode material divide one core materials causal graphite cathode divide natural black link accordance raw material artificial graphite cathode material crystalline high temperature material structure uniform stable material essential electric vehicle battery uniform stable material essential electric vehicle batteries rapid charge performance possible far competitiveness domestic battery industry also instruct artificial graphite cathode material import japan china posco chemical greatly increase posco chemical restraint cock residential coke self employment complete domesticization raw materials process possible supply stable raw materials also altimas carbon material business value maximize value add also fact project actively respond growth electric vehicle market posco chemical also meaningful posco chemical follow high end graphite cathode material follow high end graphite cathode material global secondary battery composite material situation global economic uncertainty enhance high global economic uncertainties global economic uncertainties enhance corona global economic uncertainty also expect continue grow preemptive investment secondary battery material project posco group global electric vehicle market prospect expect grow year posco chemicals expect grow year posco chemical official accelerate development next generation technology development prepare future demand prepare future demand basis domestic graphite cathode expand increase global market share continue grow 
740,2020-07-03,electric automotive company tesla climb onto global automotive industry market cap tsurla tshala push japan toyota visit japan toyota car push toyota car nicola car unable explain exist indicators able explain dream company analysis korean company join rally list sk bioma famil issue upper limit soon scene open sk bioma famil notify amorepacific sk bioma familes earn profit sales sales last year bio leader samsung bio logi gun nongwon share price share price per month bio farm samsung bio share evaluation development new drug dream new industries word explain rally stock pdr price dream ratio appear securities price tesla s stock price dream people reflect dream people korea korea bio electric battery internet game industry large stock bbig samsung bio celltrion samsung sdi lg chemical naver cacao nish soft new corona virus infectious corona kim hak kyun shinyoung securities research center business give stock investments business always dream value stock likely grow explain value stock likely grow traditional mean evaluate value stock per stock price net asset percentage pbr use justify high stock price explain pbr express share price compare dream hope charlie villero charlie villero us investment consultation total number nicola city market total amount nicola greater ford netizen netizen comment look pdr price dream ratio company seriously undervalue nicholila investors enthusiastic stock market explain everything explain everything always enthusiastic people enthusiastic high stock price representative word pdr true pdr easy explain bbig stock represent biota battery internet game easy explain ratio per per bio sector benefit sk bio palm challenge new drug development area final destination bio ecosystem new drug development area samsung bio logic biomi company declare presidentialist look share price year pfizer ship celltrion ship investors bet future departure korean pharmaceutical industry late future war piranmigrants busan international market since market develop since market sell market form pharmaceutical industry develop since market develop field concentrate drug replicate genegic medicine chemistry celltrion go chemistry bio drugs use antibodies much expensive chemical drug process complicate complicate concept biosimilars concept biosimilars end year celltrion end year hemodic cancer first antibody biosimilar company world celltrion shareholders first biosimilar maker challenge lord global pharmaceuticals company s earn emergence biosimilars change pharmaceutical industry form exclusive structure lee jeong hee late samsung president represent samsung product years instruct find new businesses samsung announce new business samsung announce new business bio automobile battery medical device lead lead lead solar cells etc samsung bio location result market capitalization securities market time samsung people s use technology semiconductor world s best manufacture technology say bio business difficult new drug development require time accumulation bio fast production cmos able large scale facility investment fine process technology samsung bio logins begin year begin operate profit since year last year sales yuan operate profit suppliers samba stock price pass month ago per however expect market kim hak kyun shinyoung securities research center samsung bio logic co samsung bio logic co ltd reflect expectation korea discover new growth industry since semiconductor dimension different domestic pharmaceutical company first time domestic pharmaceutical company bio new testament apply us food pharmacy fda approve possible develop new drug dream expectation expectation bio powerhouse push stock price analysis securities industry analysis korean biosaccharides raise global pharmaceutical company global pharmaceutical cmo company say company suck global liquor pharmaceutical 
